list_id,company,raw_company
f1000_664,Darling Ingredients,Darling Ingredients
f1000_665,Wayfair,Wayfair
f1000_666,Tailored Brands,Tailored Brands
f1000_667,Sabre,Sabre
f1000_668,Global Payments,Global Payments
f1000_669,Atmos Energy,Atmos Energy
f1000_670,Tegna,TEGNA
f1000_671,Diebold Nixdorf,Diebold Nixdorf
f1000_672,PolyOne,PolyOne
f1000_673,TD Ameritrade,TD Ameritrade Holding
f1000_674,Abercrombie & Fitch,Abercrombie & Fitch
f1000_675,Greif,Greif
f1000_676,Alliant Energy,Alliant Energy
f1000_677,American Water Works,American Water Works
f1000_678,Acuity Brands,Acuity Brands
f1000_679,Skyworks Solutions,Skyworks Solutions
f1000_680,FMC,FMC
f1000_681,Amerco,Amerco
f1000_682,CUNA Mutual Group,CUNA Mutual Group
f1000_683,Brinker,Brinker International
f1000_684,Buckeye Partners,Buckeye Partners
f1000_685,Warner Music Group,Warner Music Group
f1000_686,Universal Forest Products,Universal Forest Products
f1000_687,American National Insurance,American National Insurance
f1000_688,Mercury General,Mercury General
f1000_689,Regal Beloit,Regal Beloit
f1000_690,Varian Medical Systems,Varian Medical Systems
f1000_691,Aaron's,Aaron's
f1000_692,Visteon,Visteon
f1000_693,Carter's,Carter's
f1000_694,Meritor,Meritor
f1000_695,Regal Entertainment Group,Regal Entertainment Group
f1000_696,Mednax,Mednax
f1000_697,TransDigm Group,TransDigm Group
f1000_698,Landstar System,Landstar System
f1000_699,Puget Energy,Puget Energy
f1000_700,Coca-Cola Bottling,Coca-Cola Bottling
f1000_701,Kar Auction Services,Kar Auction Services
f1000_702,Equifax,Equifax
f1000_703,Groupon,Groupon
f1000_704,IAC/InterActiveCorp,IAC/InterActiveCorp
f1000_705,Weis Markets,Weis Markets
f1000_706,Allegheny Technologies,Allegheny Technologies
f1000_707,Pinnacle Foods,Pinnacle Foods
f1000_708,Tempur Sealy,Tempur Sealy International
f1000_709,SkyWest,SkyWest
f1000_710,International Flavors & Fragrances,International Flavors & Fragrances
f1000_711,BMC Stock,BMC Stock Holdings
f1000_712,Brown-Forman,Brown-Forman
f1000_713,Alexion Pharmaceuticals,Alexion Pharmaceuticals
f1000_714,KapStone Paper & Packaging,KapStone Paper & Packaging
f1000_715,Time,Time
f1000_716,TriNet Group,TriNet Group
f1000_717,Steelcase,Steelcase
f1000_718,EchoStar,EchoStar
f1000_719,Sentry Insurance Group,Sentry Insurance Group
f1000_720,Monster Beverage,Monster Beverage
f1000_721,Gannett,Gannett
f1000_722,Fossil Group,Fossil Group
f1000_723,Univision Communications,Univision Communications
f1000_724,Meritage Homes,Meritage Homes
f1000_725,MRC Global,MRC Global
f1000_726,H&R Block,H&R Block
f1000_727,Penn National Gaming,Penn National Gaming
f1000_728,Service,Service Corp. International
f1000_729,Brink's,Brink's
f1000_730,Old Dominion Freight Line,Old Dominion Freight Line
f1000_731,Triple-S Management,Triple-S Management
f1000_732,KLA-Tencor,KLA-Tencor
f1000_733,Edwards Lifesciences,Edwards Lifesciences
f1000_734,Rent-A-Center,Rent-A-Center
f1000_735,Comerica,Comerica
f1000_736,Paychex,Paychex
f1000_737,First Solar,First Solar
f1000_738,Insperity,Insperity
f1000_739,Scotts Miracle-Gro,Scotts Miracle-Gro
f1000_740,B/E Aerospace,B/E Aerospace
f1000_741,Westinghouse Air Brake Technologies,Westinghouse Air Brake Technologies
f1000_742,Cooper Tire & Rubber,Cooper Tire & Rubber
f1000_743,Cinemark,Cinemark Holdings
f1000_744,Keysight Technologies,Keysight Technologies
f1000_745,Convergys,Convergys
f1000_746,Cracker Barrel Old Country Store,Cracker Barrel Old Country Store
f1000_747,PriceSmart,PriceSmart
f1000_748,Broadridge Financial Solutions,Broadridge Financial Solutions
f1000_749,Scientific Games,Scientific Games
f1000_750,Genesco,Genesco
f1000_751,MSC Industrial Direct,MSC Industrial Direct
f1000_752,Ryerson,Ryerson Holding
f1000_753,Acadia Healthcare,Acadia Healthcare
f1000_754,Hologic,Hologic
f1000_755,Unisys,Unisys
f1000_756,Worthington Industries,Worthington Industries
f1000_757,Sanderson Farms,Sanderson Farms
f1000_758,Wabco,WABCO Holdings
f1000_759,Panera Bread,Panera Bread
f1000_760,Metaldyne Performance Group,Metaldyne Performance Group
f1000_761,Medical Mutual of Ohio,Medical Mutual of Ohio
f1000_762,AMC Networks,AMC Networks
f1000_763,Clean Harbors,Clean Harbors
f1000_764,Hovnanian Enterprises,Hovnanian Enterprises
f1000_765,TrueBlue,TrueBlue
f1000_766,Crane,Crane
f1000_767,ServiceMaster Global,ServiceMaster Global Holdings
f1000_768,Sinclair Broadcast Group,Sinclair Broadcast Group
f1000_769,Mutual of America Life Insurance,Mutual of America Life Insurance
f1000_770,BGC Partners,BGC Partners
f1000_771,DSW,DSW
f1000_772,Intuitive Surgical,Intuitive Surgical
f1000_773,ArcBest,ArcBest
f1000_774,PC Connection,PC Connection
f1000_775,A.O. Smith,A.O. Smith
f1000_776,Greenbrier,Greenbrier Cos.
f1000_777,Great Plains Energy,Great Plains Energy
f1000_778,Bon-Ton Stores,Bon-Ton Stores
f1000_779,Dycom Industries,Dycom Industries
f1000_780,Timken,Timken
f1000_781,Aleris,Aleris
f1000_782,Legg Mason,Legg Mason
f1000_783,Hill-Rom,Hill-Rom Holdings
f1000_784,Stifel Financial,Stifel Financial
f1000_785,Verso,Verso
f1000_786,Qorvo,Qorvo
f1000_787,Ciena,Ciena
f1000_788,Tetra Tech,Tetra Tech
f1000_789,Caleres,Caleres
f1000_790,Pool,Pool
f1000_791,Hyster-Yale Materials Handling,Hyster-Yale Materials Handling
f1000_792,Westar Energy,Westar Energy
f1000_793,Public Storage,Public Storage
f1000_794,Plexus,Plexus
f1000_795,Boston Properties,Boston Properties
f1000_796,GNC,GNC Holdings
f1000_797,HCP,HCP
f1000_798,Penn Mutual Life Insurance,Penn Mutual Life Insurance
f1000_799,TTM Technologies,TTM Technologies
f1000_800,Prologis,Prologis
f1000_801,Twitter,Twitter
f1000_802,Kemper,Kemper
f1000_803,Valmont Industries,Valmont Industries
f1000_804,Crestwood Equity Partners,Crestwood Equity Partners
f1000_805,Applied Industrial Technologies,Applied Industrial Technologies
f1000_806,VCA,VCA
f1000_807,Granite Construction,Granite Construction
f1000_808,Vornado Realty Trust,Vornado Realty Trust
f1000_809,Mettler-Toledo,Mettler-Toledo International
f1000_810,A. Schulman,A. Schulman
f1000_811,Wolverine World Wide,Wolverine World Wide
f1000_812,Graham,Graham Holdings
f1000_813,Chico's FAS,Chico's FAS
f1000_814,Domino's Pizza,Domino's Pizza
f1000_815,Zions Bancorporation,Zions Bancorp.
f1000_816,Southwest Gas,Southwest Gas Holdings
f1000_817,Tops,Tops Holding
f1000_818,Hawaiian,Hawaiian Holdings
f1000_819,Vectren,Vectren
f1000_820,Gartner,Gartner
f1000_821,On Assignment,On Assignment
f1000_822,Southwestern Energy,Southwestern Energy
f1000_823,Parexel,Parexel International
f1000_824,Equity Residential,Equity Residential
f1000_825,J.Crew Group,J.Crew Group
f1000_826,Synopsys,Synopsys
f1000_827,Moog,Moog
f1000_828,Cabot,Cabot
f1000_829,ITT,ITT
f1000_830,TRI Pointe Group,TRI Pointe Group
f1000_831,Maximus,Maximus
f1000_832,Illumina,Illumina
f1000_833,Amica Mutual Insurance,Amica Mutual Insurance
f1000_834,Alere,Alere
f1000_835,Toro,Toro
f1000_836,Sprague Resources,Sprague Resources
f1000_837,G-III Apparel Group,G-III Apparel Group
f1000_838,Hawaiian Electric Industries,Hawaiian Electric Industries
f1000_839,Pinnacle Entertainment,Pinnacle Entertainment
f1000_840,Columbia Sportswear,Columbia Sportswear
f1000_841,First Republic Bank,First Republic Bank
f1000_842,Komatsu Mining,Komatsu Mining
f1000_843,Trimble,Trimble
f1000_844,Edgewell Personal Care,Edgewell Personal Care
f1000_845,Belden,Belden
f1000_846,DST Systems,DST Systems
f1000_847,WGL,WGL Holdings
f1000_848,GGP,GGP
f1000_849,Brocade Communications Systems,Brocade Communications Systems
f1000_850,Akamai Technologies,Akamai Technologies
f1000_851,Nationstar Mortgage,Nationstar Mortgage Holdings
f1000_852,Annaly Capital Management,Annaly Capital Management
f1000_853,Kansas City Southern,Kansas City Southern
f1000_854,Revlon,Revlon
f1000_855,AptarGroup,AptarGroup
f1000_856,MDC,MDC Holdings
f1000_857,Vishay Intertechnology,Vishay Intertechnology
f1000_858,Teradata,Teradata
f1000_859,Spirit Airlines,Spirit Airlines
f1000_860,EnerSys,EnerSys
f1000_861,Snyder's-Lance,Snyder's-Lance
f1000_862,Benchmark Electronics,Benchmark Electronics
f1000_863,West,West
f1000_864,Selective Insurance Group,Selective Insurance Group
f1000_865,Party City Holdco,Party City Holdco
f1000_866,Cheesecake Factory,Cheesecake Factory
f1000_867,Lincoln Electric,Lincoln Electric Holdings
f1000_868,Carlyle Group,Carlyle Group
f1000_869,Enable Midstream Partners,Enable Midstream Partners
f1000_870,Oceaneering,Oceaneering International
f1000_871,Vista Outdoor,Vista Outdoor
f1000_872,Middleby,Middleby
f1000_873,Herman Miller,Herman Miller
f1000_874,PerkinElmer,PerkinElmer
f1000_875,OGE Energy,OGE Energy
f1000_876,PCM,PCM
f1000_877,Louisiana-Pacific,Louisiana-Pacific
f1000_878,MPM,MPM Holdings
f1000_879,Knights of Columbus,Knights of Columbus
f1000_880,Apollo Global Management,Apollo Global Management
f1000_881,Donaldson,Donaldson
f1000_882,American Equity Investment Life,American Equity Investment Life Holding
f1000_883,Super Micro Computer,Super Micro Computer
f1000_884,Xilinx,Xilinx
f1000_885,Tupperware Brands,Tupperware Brands
f1000_886,Guess,Guess
f1000_887,Nu Skin Enterprises,Nu Skin Enterprises
f1000_888,Magellan Midstream Partners,Magellan Midstream Partners
f1000_889,HNI,HNI
f1000_890,Maxim Integrated Products,Maxim Integrated Products
f1000_891,Affiliated Managers Group,Affiliated Managers Group
f1000_892,Express,Express
f1000_893,Boyd Gaming,Boyd Gaming
f1000_894,GEO Group,GEO Group
f1000_895,Tribune Media,Tribune Media
f1000_896,Microchip Technology,Microchip Technology
f1000_897,Fitbit,Fitbit
f1000_898,Waters,Waters
f1000_899,Teledyne Technologies,Teledyne Technologies
f1000_900,Digital Realty Trust,Digital Realty Trust
f1000_901,RH,RH
f1000_902,Fred's,Fred's
f1000_903,Universal,Universal
f1000_904,CDK Global,CDK Global
f1000_905,IDEX,IDEX
f1000_906,Cliffs Natural Resources,Cliffs Natural Resources
f1000_907,Curtiss-Wright,Curtiss-Wright
f1000_908,Verisk Analytics,Verisk Analytics
f1000_909,NOW,NOW
f1000_910,Apollo Education Group,Apollo Education Group
f1000_911,Kennametal,Kennametal
f1000_912,H.B. Fuller,H.B. Fuller
f1000_913,PharMerica,PharMerica
f1000_914,Engility,Engility Holdings
f1000_915,Sears Hometown & Outlet Stores,Sears Hometown & Outlet Stores
f1000_916,Bio-Rad Laboratories,Bio-Rad Laboratories
f1000_917,Federated Mutual Insurance,Federated Mutual Insurance
f1000_918,Mueller Industries,Mueller Industries
f1000_919,Red Hat,Red Hat
f1000_920,NewMarket,NewMarket
f1000_921,Hospitality Properties Trust,Hospitality Properties Trust
f1000_922,AvalonBay Communities,AvalonBay Communities
f1000_923,Renewable Energy Group,Renewable Energy Group
f1000_924,Consol Energy,Consol Energy
f1000_925,Ferrellgas Partners,Ferrellgas Partners
f1000_926,Tower,Tower International
f1000_927,Autodesk,Autodesk
f1000_928,99 Cents Only Stores,99 Cents Only Stores
f1000_929,E Trade Financial,E*Trade Financial
f1000_930,Woodward,Woodward
f1000_931,Esterline Technologies,Esterline Technologies
f1000_932,Itron,Itron
f1000_933,Werner Enterprises,Werner Enterprises
f1000_934,Stewart Information Services,Stewart Information Services
f1000_935,Hexcel,Hexcel
f1000_936,Genesee & Wyoming,Genesee & Wyoming
f1000_937,Primoris Services,Primoris Services
f1000_938,Spx Flow,SPX FLOW
f1000_939,F5 Networks,F5 Networks
f1000_940,VeriFone Systems,VeriFone Systems
f1000_941,Texas Roadhouse,Texas Roadhouse
f1000_942,NLV Financial,NLV Financial
f1000_943,Buffalo Wild Wings,Buffalo Wild Wings
f1000_944,Continental Resources,Continental Resources
f1000_945,Arch Coal,Arch Coal
f1000_946,Roadrunner Transportation Systems,Roadrunner Transportation Systems
f1000_947,Cooper,Cooper Cos.
f1000_948,hhgregg,hhgregg
f1000_949,Euronet Worldwide,Euronet Worldwide
f1000_950,Griffon,Griffon
f1000_951,CoreLogic,CoreLogic
f1000_952,Nuance Communications,Nuance Communications
f1000_953,Matson,Matson
f1000_954,Popular,Popular
f1000_955,Alliance,Alliance Holdings
f1000_956,REV Group,REV Group
f1000_957,Rexnord,Rexnord
f1000_958,Cypress Semiconductor,Cypress Semiconductor
f1000_959,Portland General Electric,Portland General Electric
f1000_960,Ply Gem,Ply Gem Holdings
f1000_961,Cal-Maine Foods,Cal-Maine Foods
f1000_962,Alliance One,Alliance One International
f1000_963,AMN Healthcare Services,AMN Healthcare Services
f1000_964,American Greetings,American Greetings
f1000_965,Blackhawk Network,Blackhawk Network Holdings
f1000_966,Pier 1 Imports,Pier 1 Imports
f1000_967,Finish Line,Finish Line
f1000_968,BlueLinx,BlueLinx Holdings
f1000_969,New Jersey Resources,New Jersey Resources
f1000_970,Deckers Outdoor,Deckers Outdoor
f1000_971,Murphy Oil,Murphy Oil
f1000_972,Teleflex,Teleflex
f1000_973,Par Pacific,Par Pacific Holdings
f1000_974,SL Green Realty,SL Green Realty
f1000_975,GMS,GMS
f1000_976,CoreCivic,CoreCivic
f1000_977,Deluxe,Deluxe
f1000_978,Catalent,Catalent
f1000_979,GoDaddy,GoDaddy
f1000_980,Wabash National,Wabash National
f1000_981,Adtalem Global Education,Adtalem Global Education
f1000_982,United Refining,United Refining
f1000_983,Allison Transmission,Allison Transmission Holdings
f1000_984,Atlas Air Worldwide,Atlas Air Worldwide Holdings
f1000_985,ResMed,ResMed
f1000_986,Delta Tucker,Delta Tucker Holdings
f1000_987,FleetCor Technologies,FleetCor Technologies
f1000_988,Central Garden & Pet,Central Garden & Pet
f1000_989,Beazer Homes USA,Beazer Homes USA
f1000_990,New York Community Bancorp,New York Community Bancorp
f1000_991,Cadence Design Systems,Cadence Design Systems
f1000_992,Carpenter Technology,Carpenter Technology
f1000_993,Marriott Vacations Worldwide,Marriott Vacations Worldwide
f1000_994,FTI Consulting,FTI Consulting
f1000_995,Nordson,Nordson
f1000_996,Briggs & Stratton,Briggs & Stratton
f1000_997,Kaman,Kaman
f1000_998,Overstock.com,Overstock.com
f1000_999,Regis,Regis
hedge_0,Bridgewater Associates,Bridgewater Associates
hedge_1,AQR Capital Management,AQR Capital Management
hedge_3,Renaissance Technologies,Renaissance Technologies
hedge_4,Two Sigma,Two Sigma
hedge_5,D. E. Shaw & Co,D. E. Shaw & Co.
hedge_6,Millennium Management,Millennium Management
hedge_7,Man Group,Man Group
hedge_8,Och-Ziff Capital Management Group,Och-Ziff Capital Management Group
hedge_9,Winton Group,Winton Group
hedge_10,Elliott Management,Elliott Management Corp.
hedge_11,Baupost Group,Baupost Group
hedge_12,Adage Capital Management,Adage Capital Management
hedge_13,Viking Global Investors,Viking Global Investors
hedge_15,Davidson Kempner Capital Management,Davidson Kempner Capital Management
hedge_16,Citadel,Citadel
hedge_17,Marshall Wace,Marshall Wace
hedge_18,Lone Pine Capital,Lone Pine Capital
hedge_19,Credit Suisse Asset Management,Credit Suisse Asset Management
hedge_20,Farallon Capital Management,Farallon Capital Management
hedge_21,GAM,GAM Holding
hedge_22,King Street Capital Management,King Street Capital Management
hedge_23,Platinum Asset Management,Platinum Asset Management
hedge_24,Hillhouse Capital Management,Hillhouse Capital Management
hedge_25,ValueAct Capital Management,ValueAct Capital Management
hedge_26,Pacific Investment Management Co,Pacific Investment Management Co.
hedge_27,Anchorage Capital Group,Anchorage Capital Group
hedge_28,York Capital Management,York Capital Management
hedge_29,Appaloosa Management,Appaloosa Management
hedge_30,Canyon Partners,Canyon Partners
hedge_31,Third Point,Third Point
hedge_32,Egerton Capital,Egerton Capital (UK)
hedge_33,Brevan Howard Capital Management,Brevan Howard Capital Management
hedge_34,Centerbridge Partners,Centerbridge Partners
hedge_35,BlueMountain Capital Management,BlueMountain Capital Management
hedge_36,Cevian Capital,Cevian Capital
hedge_37,Brummer & Partners,Brummer & Partners
hedge_38,Wellington Alternative Investments,Wellington Alternative Investments
hedge_39,Moore Capital Management,Moore Capital Management
hedge_40,Fortress Investment Group,Fortress Investment Group
hedge_41,Trian Fund Management,Trian Fund Management
hedge_42,Value Partners,Value Partners
hedge_43,Goldman Sachs Asset Management,Goldman Sachs Asset Management
hedge_44,Graham Capital Management,Graham Capital Management
hedge_45,Capula Investment Management,Capula Investment Management
hedge_46,TCI Fund Management,TCI Fund Management
hedge_47,Balyasny Asset Management,Balyasny Asset Management
hedge_48,Henderson AlphaGen,Henderson AlphaGen
hedge_49,Highfields Capital Management,Highfields Capital Management
hedge_50,CQS,CQS
hedge_51,GoldenTree Asset Management,GoldenTree Asset Management
hedge_52,GSO Capital Partners,GSO Capital Partners
hedge_53,Pershing Square Capital Management,Pershing Square Capital Management
hedge_54,Beach Point Capital Management,Beach Point Capital Management
hedge_55,Angelo Gordon & Co,"Angelo, Gordon & Co."
hedge_56,Lansdowne Partners,Lansdowne Partners (UK)
hedge_57,Bracebridge Capital,Bracebridge Capital
hedge_58,Discovery Capital Management,Discovery Capital Management
hedge_59,PointState Capital,PointState Capital
hedge_60,Magnetar Capital,Magnetar Capital
hedge_61,Nephila Capital,Nephila Capital
hedge_62,CarVal Investors,CarVal Investors
hedge_63,HBK Capital Management,HBK Capital Management
hedge_64,Tudor Investment,Tudor Investment Corp.
hedge_65,Fir Tree Partners,Fir Tree Partners
hedge_66,Carlson Capital,Carlson Capital
hedge_67,Glenview Capital Management,Glenview Capital Management
hedge_68,Paulson & Co,Paulson & Co.
hedge_69,Tiger Global Management,Tiger Global Management
hedge_70,Marathon Asset Management,Marathon Asset Management
hedge_71,Soroban Capital Partners,Soroban Capital Partners
hedge_72,Element Capital Management,Element Capital Management
hedge_73,Maverick Capital,Maverick Capital
hedge_74,Coatue Management,Coatue Management
hedge_75,Grantham Mayo Van Otterloo,"Grantham, Mayo, Van Otterloo"
hedge_76,Cerberus Capital Management,Cerberus Capital Management
hedge_77,Senator Investment Group,Senator Investment Group
hedge_78,Systematica Investments,Systematica Investments
hedge_79,Greenlight Capital,Greenlight Capital
hedge_80,Caxton Associates,Caxton Associates
hedge_81,Lazard Asset Management,Lazard Asset Management
hedge_82,Candriam Investors Group,Candriam Investors Group
hedge_83,Pictet Asset Management,Pictet Asset Management
hedge_84,Silver Point Capital,Silver Point Capital
hedge_85,Odey Asset Management,Odey Asset Management
hedge_86,Capital Fund Management,Capital Fund Management
hedge_87,Eton Park Capital Management,Eton Park Capital Management
hedge_88,Blue Ridge Capital,Blue Ridge Capital Holdings
hedge_89,GSA Capital Partners,GSA Capital Partners
hedge_90,Eminence Capital,Eminence Capital
hedge_91,Pine River Capital Management,Pine River Capital Management
hedge_92,MKP Capital Management,MKP Capital Management
hedge_93,Taconic Capital Advisors,Taconic Capital Advisors
hedge_94,Arrowgrass Capital Partners,Arrowgrass Capital Partners
hedge_95,JANA Partners,JANA Partners
hedge_96,Scopia Capital,Scopia Capital
hedge_97,Redwood Capital Management,Redwood Capital Management
hedge_98,Dymon Asia,Dymon Asia
hedge_99,Indus Capital Partners,Indus Capital Partners
hedge_100,Paloma,Paloma International
vault_0,Cravath Swaine & Moore,"Cravath, Swaine & Moore LLP"
vault_1,Wachtell Lipton Rosen & Katz,"Wachtell, Lipton, Rosen & Katz"
vault_2,Skadden Arps Slate Meagher & Flom and Affiliates,"Skadden, Arps, Slate, Meagher & Flom LLP and Affiliates"
vault_3,Sullivan & Cromwell,Sullivan & Cromwell LLP
vault_4,Latham & Watkins,Latham & Watkins LLP
vault_5,Davis Polk & Wardwell,Davis Polk & Wardwell LLP
vault_6,Simpson Thacher & Bartlett,Simpson Thacher & Bartlett LLP
vault_7,Kirkland & Ellis,Kirkland & Ellis LLP
vault_8,Gibson Dunn & Crutcher,"Gibson, Dunn & Crutcher LLP"
vault_9,Paul Weiss Rifkind Wharton & Garrison,"Paul, Weiss, Rifkind, Wharton & Garrison LLP"
vault_10,Weil Gotshal & Manges,"Weil, Gotshal & Manges LLP"
vault_11,Quinn Emanuel Urquhart & Sullivan,"Quinn Emanuel Urquhart & Sullivan, LLP"
vault_12,Sidley Austin,Sidley Austin LLP
vault_13,Cleary Gottlieb Steen & Hamilton,Cleary Gottlieb Steen & Hamilton LLP
vault_14,Covington & Burling,Covington & Burling LLP
vault_15,Jones Day,Jones Day
vault_16,Williams & Connolly,Williams & Connolly LLP
vault_17,Debevoise & Plimpton,Debevoise & Plimpton LLP
vault_18,White & Case,White & Case LLP
vault_19,WilmerHale,WilmerHale
vault_20,Ropes & Gray,Ropes & Gray LLP
vault_21,Paul Hastings,Paul Hastings LLP
vault_22,Boies Schiller Flexner,Boies Schiller Flexner LLP
vault_23,Morrison & Foerster,Morrison & Foerster LLP
vault_24,Hogan Lovells US,Hogan Lovells US LLP
vault_25,O'Melveny & Myers,O'Melveny & Myers LLP
vault_26,Cooley,Cooley LLP
vault_27,Proskauer Rose,Proskauer Rose LLP
vault_28,Akin Gump Strauss Hauer & Feld,Akin Gump Strauss Hauer & Feld LLP
vault_29,Arnold & Porter Kaye Scholer,Arnold & Porter Kaye Scholer LLP
vault_30,Baker McKenzie,Baker McKenzie
vault_31,Mayer Brown,Mayer Brown LLP
vault_32,DLA Piper,DLA Piper
vault_33,K&L Gates,K&L Gates LLP
vault_34,Clifford Chance US,Clifford Chance US LLP
vault_35,Linklaters,Linklaters LLP
vault_36,Munger Tolles & Olson,"Munger, Tolles & Olson LLP"
vault_37,Orrick Herrington & Sutcliffe,"Orrick, Herrington & Sutcliffe LLP"
vault_38,Wilson Sonsini Goodrich & Rosati,Wilson Sonsini Goodrich & Rosati
vault_39,Milbank Tweed Hadley & McCloy,"Milbank, Tweed, Hadley & McCloy LLP"
vault_40,Shearman & Sterling,Shearman & Sterling LLP
vault_41,Morgan Lewis & Bockius,"Morgan, Lewis & Bockius LLP"
vault_42,King & Spalding,King & Spalding LLP
vault_43,Baker Botts,Baker Botts LLP
vault_44,Goodwin Procter,Goodwin Procter LLP
vault_45,Allen & Overy,Allen & Overy LLP
vault_46,Winston & Strawn,Winston & Strawn LLP
vault_47,Cadwalader Wickersham & Taft,"Cadwalader, Wickersham & Taft LLP"
vault_48,Fried Frank Harris Shriver & Jacobson,"Fried, Frank, Harris, Shriver & Jacobson LLP"
vault_49,Perkins Coie,Perkins Coie LLP
vault_50,Willkie Farr & Gallagher,Willkie Farr & Gallagher LLP
vault_51,Dechert,Dechert LLP
vault_52,Greenberg Traurig,"Greenberg Traurig, LLP"
vault_53,Alston & Bird,Alston & Bird LLP
vault_54,Jenner & Block,Jenner & Block LLP
vault_55,Freshfields Bruckhaus Deringer,Freshfields Bruckhaus Deringer LLP
vault_56,McDermott Will & Emery,McDermott Will & Emery LLP
vault_57,Cahill Gordon & Reindel,Cahill Gordon & Reindel LLP
vault_58,Holland & Knight,Holland & Knight LLP
vault_59,Dentons,Dentons
vault_60,Susman Godfrey,Susman Godfrey LLP
vault_61,Pillsbury Winthrop Shaw Pittman,Pillsbury Winthrop Shaw Pittman LLP
vault_62,Reed Smith,Reed Smith LLP
vault_63,Baker & Hostetler,Baker & Hostetler LLP
vault_64,Vinson & Elkins,Vinson & Elkins LLP
vault_65,Norton Rose Fulbright,Norton Rose Fulbright
vault_66,Irell & Manella,Irell & Manella LLP
vault_67,Nixon Peabody,Nixon Peabody LLP
vault_68,Crowell & Moring,Crowell & Moring LLP
vault_69,Fish & Richardson,Fish & Richardson P.C.
vault_70,Venable,Venable LLP
vault_71,Steptoe & Johnson,Steptoe & Johnson LLP
vault_72,Bryan Cave Leighton Paisner,Bryan Cave Leighton Paisner LLP
vault_73,Squire Patton Boggs,Squire Patton Boggs
vault_74,Foley & Lardner,Foley & Lardner LLP
vault_75,Sheppard Mullin Richter & Hampton,"Sheppard, Mullin, Richter & Hampton LLP"
vault_76,McGuireWoods,McGuireWoods LLP
vault_77,Locke Lord,Locke Lord LLP
vault_78,Fenwick & West,Fenwick & West LLP
vault_79,Arent Fox,Arent Fox LLP
vault_80,Hunton Andrews Kurth,Hunton Andrews Kurth LLP
vault_81,Katten Muchin Rosenman,Katten Muchin Rosenman LLP
vault_82,Schulte Roth & Zabel,Schulte Roth & Zabel LLP
vault_83,Seyfarth Shaw,Seyfarth Shaw LLP
vault_84,Pepper Hamilton,Pepper Hamilton LLP
vault_85,Hughes Hubbard & Reed,Hughes Hubbard & Reed LLP
vault_86,Mintz Levin Cohn Ferris Glovsky and Popeo,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C."
vault_87,Fox Rothschild,Fox Rothschild LLP
vault_88,Haynes and Boone,"Haynes and Boone, LLP"
vault_89,Duane Morris,Duane Morris LLP
vault_90,Drinker Biddle & Reath,Drinker Biddle & Reath LLP
vault_91,Blank Rome,Blank Rome LLP
vault_92,Troutman Sanders,Troutman Sanders LLP
vault_93,Davis Wright Tremaine,Davis Wright Tremaine LLP
vault_94,Kilpatrick Townsend & Stockton,Kilpatrick Townsend & Stockton LLP
vault_95,Kramer Levin Naftalis & Frankel,Kramer Levin Naftalis & Frankel LLP
vault_96,Ballard Spahr,Ballard Spahr LLP
vault_97,Kellogg Hansen Todd Figel & Frederick,"Kellogg, Hansen, Todd, Figel & Frederick P.L.L.C."
vault_98,Littler Mendelson,Littler Mendelson P.C.
vault_99,Wiley Rein,Wiley Rein LLP
vault_100,McKinsey & Company,McKinsey & Company
vault_101,Bain & Company,Bain & Company
vault_102,The Boston Consulting Group,"The Boston Consulting Group, Inc."
vault_103,Deloitte Consulting,Deloitte Consulting LLP
vault_104,Oliver Wyman,Oliver Wyman
vault_105,Putnam Associates,Putnam Associates
vault_106,EY-Parthenon,EY-Parthenon
vault_107,PricewaterhouseCoopers Advisory Services,PricewaterhouseCoopers Advisory Services LLC (PwC Advisory Services)
vault_108,The Bridgespan Group,The Bridgespan Group
vault_109,Accenture,Accenture
vault_110,A.T. Kearney,A.T. Kearney
vault_111,KPMG,KPMG LLP (Advisory)
vault_112,Strategy& part of the PwC network,"Strategy&, part of the PwC network"
vault_113,L.E.K. Consulting,L.E.K. Consulting
vault_114,GE Healthcare Partners,GE Healthcare Partners
vault_115,The Brattle Group,The Brattle Group
vault_116,Roland Berger,Roland Berger
vault_117,Insight Sourcing Group,Insight Sourcing Group
vault_118,Analysis Group,"Analysis Group, Inc."
vault_119,Alvarez & Marsal,Alvarez & Marsal
vault_121,The Keystone Group,The Keystone Group
vault_122,ghSMART,ghSMART
vault_123,ClearView Healthcare Partners,ClearView Healthcare Partners
vault_124,ZS,ZS
vault_125,Health Advances,"Health Advances, LLC"
vault_126,LeapPoint,LeapPoint
vault_127,OC&C Strategy Consultants,OC&C Strategy Consultants
vault_128,Eagle Hill Consulting,Eagle Hill Consulting
vault_129,Simon-Kucher & Partners,Simon-Kucher & Partners
vault_131,Protiviti,Protiviti
vault_132,Trinity Partners,"Trinity Partners, LLC"
vault_133,Clarkston Consulting,Clarkston Consulting
vault_134,Ignyte Group,Ignyte Group
vault_135,Bates White Economic Consulting,Bates White Economic Consulting
vault_136,NERA Economic Consulting,NERA Economic Consulting
vault_137,Charles River Associates,Charles River Associates
vault_138,The Chartis Group,The Chartis Group
vault_139,Cicero Group,Cicero Group
vault_140,Innosight,Innosight
vault_141,Censeo Consulting Group,Censeo Consulting Group
vault_142,Keystone Strategy,Keystone Strategy
